checkin_dt,checkin_mode,checkin_type,can_shop,contact_id,membership_type,membership_status,member_since,membership_start_date,hours_0,hours_1,hours_2
2020-06-14 16:06:03.040086,email,ghfc,True,5187.0,Lettuce Plan,Current,2019-11-04,2019-11-04,0.0,10.67,7.58
2020-06-14 16:16:29.501467,email,ghfc,True,3346.0,Carrot Plan,Current,2016-11-03,2016-11-03,2.42,0.0,2.5
2020-06-14 16:17:01.039788,click,psfc,True,,,,,,,,
2020-06-14 16:17:05.746919,click,psfc,True,,,,,,,,
2020-06-14 16:21:20.145231,email,ghfc,True,5279.0,Avocado Plan,Current,2019-10-26,2020-04-26,1.25,2.92,1.0
2020-06-14 16:38:56.702039,email,ghfc,True,5423.0,Lettuce Plan,Current,2019-12-29,2019-12-29,2.58,2.5,2.5
2020-06-14 16:39:43.018761,email,trial,True,5840.0,,,,,,,
2020-06-14 16:46:16.827438,email,ghfc,True,4565.0,Lettuce Plan,Current,2019-03-23,2019-05-03,8.84,2.42,3.67
2020-06-14 16:47:57.104456,click,visitor,True,,,,,,,,
2020-06-14 16:51:18.059919,click,visitor,True,,,,,,,,
2020-06-14 16:59:10.038643,barcode,ghfc,True,5688.0,Zucchini Plan,Current,2020-02-15,2020-02-15,0.0,2.58,5.17
2020-06-14 17:17:44.906317,click,psfc,True,,,,,,,,
2020-06-15 14:49:33.968260,click,psfc,True,,,,,,,,
2020-06-15 15:13:43.466345,click,visitor,True,,,,,,,,
2020-06-15 15:21:51.190153,barcode,ghfc,True,3896.0,Carrot Plan,Current,2018-05-11,2018-05-11,0.0,11.92,8.42
2020-06-15 15:23:57.499909,barcode,ghfc,True,1508.0,Lettuce Plan,Current,2012-02-10,2012-02-10,0.0,2.5,2.5
2020-06-15 15:30:17.265507,click,psfc,True,,,,,,,,
2020-06-15 15:32:38.956323,barcode,ghfc,True,5209.0,Lettuce Plan,Current,2019-10-08,2019-10-08,0.0,2.5,4.92
2020-06-15 15:33:20.264808,barcode,ghfc,False,191.0,Zucchini Plan,Expired,2018-09-28,2018-09-28,0.0,2.5,2.5
2020-06-15 15:41:51.418355,click,visitor,True,,,,,,,,
2020-06-15 15:41:57.038728,click,visitor,True,,,,,,,,
2020-06-15 15:45:16.386807,click,psfc,True,,,,,,,,
2020-06-15 15:45:26.492070,barcode,ghfc,True,102.0,Lettuce Plan,Current,2018-10-09,2018-10-10,0.0,2.75,2.5
2020-06-15 15:46:31.530064,click,psfc,True,,,,,,,,
2020-06-15 15:51:52.412665,barcode,ghfc,True,5812.0,Apple Plan,New,2020-05-12,2020-05-12,0.0,0.0,0.0
2020-06-15 15:53:14.147463,click,visitor,True,,,,,,,,
2020-06-15 15:53:18.329645,click,visitor,True,,,,,,,,
2020-06-15 16:13:45.657094,click,psfc,True,,,,,,,,
2020-06-15 16:17:41.475081,barcode,ghfc,True,2950.0,Apple Plan,Current,2016-04-04,2016-04-04,0.0,0.0,0.0
2020-06-15 16:19:41.968219,click,psfc,True,,,,,,,,
2020-06-15 16:19:55.971054,click,psfc,True,,,,,,,,
2020-06-15 16:29:32.787005,email,ghfc,True,5263.0,Lettuce Plan,Current,2019-10-21,2019-10-21,0.0,5.67,0.0
2020-06-15 16:33:30.033569,click,psfc,True,,,,,,,,
2020-06-15 16:34:25.851188,barcode,trial,True,5852.0,,,,,,,
2020-06-15 16:47:29.670721,barcode,trial,True,5850.0,,,,,,,
2020-06-15 16:49:06.698275,email,trial,True,5857.0,,,,,,,
2020-06-15 16:51:24.121950,click,psfc,True,,,,,,,,
2020-06-15 16:52:40.310966,click,psfc,True,,,,,,,,
2020-06-15 17:02:56.934060,barcode,ghfc,True,4828.0,Lettuce Plan,Current,2019-06-25,2019-06-25,0.0,0.0,0.0
2020-06-15 17:19:32.439835,click,psfc,True,,,,,,,,
2020-06-15 17:19:36.799977,click,psfc,True,,,,,,,,
2020-06-15 17:24:34.195449,click,psfc,True,,,,,,,,
2020-06-15 17:24:42.808003,click,visitor,True,,,,,,,,
2020-06-15 17:26:17.500216,click,visitor,True,,,,,,,,
2020-06-15 17:26:29.948937,email,ghfc,False,3323.0,Lettuce Plan,Cancelled,2016-10-24,2016-10-24,,,
2020-06-15 17:26:56.702190,click,visitor,True,,,,,,,,
2020-06-15 17:49:00.901427,click,psfc,True,,,,,,,,
2020-06-15 17:55:31.719142,click,visitor,True,,,,,,,,
2020-06-15 18:17:56.844861,click,visitor,True,,,,,,,,
2020-06-15 18:26:54.617718,click,visitor,True,,,,,,,,
2020-06-15 18:28:56.253372,click,visitor,True,,,,,,,,
2020-06-15 18:31:08.433055,barcode,ghfc,True,2648.0,Lettuce Plan,Current,2014-07-09,2019-06-08,0.0,2.5,2.5
2020-06-15 18:35:36.418542,click,visitor,True,,,,,,,,
2020-06-15 18:37:07.540641,click,visitor,True,,,,,,,,
2020-06-15 18:41:49.969745,click,visitor,True,,,,,,,,
2020-06-15 19:29:43.927942,barcode,ghfc,True,3832.0,Lettuce Plan,Current,2018-04-24,2019-10-23,0.0,2.83,2.5
2020-06-15 19:37:12.784503,click,visitor,True,,,,,,,,
2020-06-15 19:37:16.236422,click,visitor,True,,,,,,,,
2020-06-15 19:41:09.055114,email,ghfc,True,2577.0,Carrot Plan,Current,2014-03-17,2014-03-17,0.0,2.67,2.67
2020-06-15 19:53:29.545932,click,psfc,True,,,,,,,,
2020-06-16 15:26:37.127731,email,ghfc,True,5507.0,Zucchini Plan,Current,2020-01-20,2020-01-20,0.0,2.67,2.58
2020-06-16 15:27:59.687772,email,ghfc,True,4290.0,Lettuce Plan,Current,2019-01-09,2019-01-31,0.0,2.25,3.25
2020-06-16 15:28:24.233908,email,ghfc,True,4802.0,Lettuce Plan,Current,2019-05-17,2019-06-03,0.0,0.17,12.33
2020-06-16 15:37:20.488782,click,psfc,True,,,,,,,,
2020-06-16 15:43:25.008897,email,ghfc,True,4883.0,Carrot Plan,Current,2019-06-07,2020-01-12,0.0,0.0,2.42
2020-06-16 15:43:56.898950,email,ghfc,True,1446.0,Lettuce Plan,Current,2012-01-22,2018-08-22,0.0,2.42,2.58
2020-06-16 15:56:16.760587,click,visitor,True,,,,,,,,
2020-06-16 15:56:21.276298,click,visitor,True,,,,,,,,
2020-06-16 15:56:28.363235,click,visitor,True,,,,,,,,
2020-06-16 15:56:46.604931,click,visitor,True,,,,,,,,
2020-06-16 15:59:15.918204,click,psfc,True,,,,,,,,
2020-06-16 16:04:39.202523,barcode,ghfc,True,3898.0,Carrot Plan,Current,2019-02-03,2019-02-03,0.0,2.5,2.17
2020-06-16 16:04:59.594335,barcode,ghfc,True,3898.0,Carrot Plan,Current,2019-02-03,2019-02-03,0.0,2.5,2.17
2020-06-16 16:15:46.841735,barcode,ghfc,True,5028.0,Lettuce Plan,Current,2019-08-26,2020-03-06,0.0,2.58,2.67
2020-06-16 16:23:28.292615,email,ghfc,True,5699.0,Zucchini Plan,New,2020-06-11,2020-06-11,0.0,0.0,0.0
2020-06-16 16:33:20.780291,email,ghfc,True,1052.0,Lettuce Plan,Current,2011-04-29,2011-04-29,0.0,1.0,2.0
2020-06-16 16:37:09.505856,barcode,ghfc,True,5841.0,Lettuce Plan,New,2020-06-08,2020-06-08,0.0,0.0,0.0
2020-06-16 16:38:47.164483,click,visitor,True,,,,,,,,
2020-06-16 16:38:59.872615,click,visitor,True,,,,,,,,
2020-06-16 16:39:57.487832,click,visitor,True,,,,,,,,
2020-06-16 16:42:49.833619,email,ghfc,False,127.0,Zucchini Plan,Expired,2018-09-29,2018-09-29,0.0,3.0,5.5
2020-06-16 16:50:34.563723,barcode,ghfc,True,102.0,Lettuce Plan,Current,2018-10-09,2018-10-10,0.0,2.75,2.5
2020-06-16 16:59:18.785524,click,psfc,True,,,,,,,,
2020-06-16 17:01:17.480861,email,ghfc,True,5423.0,Lettuce Plan,Current,2019-12-29,2019-12-29,0.0,2.58,2.5
2020-06-16 17:03:16.375898,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,0.0,10.18,20.85
2020-06-16 17:07:38.949110,barcode,ghfc,True,4163.0,Lettuce Plan,Current,2018-08-04,2018-08-04,0.0,3.0,0.0
2020-06-16 17:11:44.288819,email,ghfc,True,2665.0,Lettuce Plan,Current,2014-08-06,2014-08-06,0.0,0.42000000000000004,0.0
2020-06-16 17:12:24.607174,click,visitor,True,,,,,,,,
2020-06-16 17:12:31.635344,barcode,ghfc,True,2402.0,Carrot Plan,Current,2013-07-23,2013-07-23,0.0,2.25,2.5
2020-06-16 17:19:56.078825,barcode,ghfc,True,4784.0,Carrot Plan,Current,2019-05-10,2019-05-10,0.0,2.75,2.5
2020-06-16 17:23:20.545957,click,visitor,True,,,,,,,,
2020-06-16 17:23:24.863633,click,visitor,True,,,,,,,,
2020-06-16 17:23:36.000934,click,visitor,True,,,,,,,,
2020-06-16 17:29:57.505428,click,visitor,True,,,,,,,,
2020-06-16 17:41:33.544703,email,ghfc,True,4017.0,Lettuce Plan,Current,2018-01-19,2018-01-19,0.0,0.0,2.33
2020-06-16 17:53:42.614300,click,psfc,True,,,,,,,,
2020-06-16 17:53:46.632938,click,psfc,True,,,,,,,,
2020-06-16 17:53:54.628816,click,psfc,True,,,,,,,,
2020-06-16 17:53:57.491405,click,psfc,True,,,,,,,,
2020-06-16 17:54:06.802011,click,psfc,True,,,,,,,,
2020-06-16 17:54:21.919943,click,psfc,True,,,,,,,,
2020-06-16 18:20:00.817222,click,visitor,True,,,,,,,,
2020-06-16 18:20:29.741907,click,visitor,True,,,,,,,,
2020-06-16 18:22:01.807152,email,ghfc,True,4422.0,Carrot Plan,Current,2019-02-10,2020-02-17,0.0,0.0,0.0
2020-06-16 18:23:59.195793,click,visitor,True,,,,,,,,
2020-06-16 18:25:42.216822,email,trial,False,5499.0,,,,,,,
2020-06-16 18:25:52.664708,click,visitor,True,,,,,,,,
2020-06-16 18:27:13.330273,barcode,ghfc,True,5652.0,Carrot Plan,Current,2019-08-03,2020-02-07,0.0,0.0,2.75
2020-06-16 18:37:54.762615,click,visitor,True,,,,,,,,
2020-06-16 18:59:28.000669,email,trial,False,5715.0,,,,,,,
2020-06-16 18:59:43.846061,click,visitor,True,,,,,,,,
2020-06-16 19:01:55.689741,click,visitor,True,,,,,,,,
2020-06-16 19:15:38.221455,click,visitor,True,,,,,,,,
2020-06-16 19:25:18.893372,click,visitor,True,,,,,,,,
2020-06-16 19:25:21.718147,click,visitor,True,,,,,,,,
2020-06-16 19:25:28.373469,click,visitor,True,,,,,,,,
2020-06-16 19:25:40.160543,email,trial,False,2900.0,,,,,,,
2020-06-16 19:25:45.910994,click,visitor,True,,,,,,,,
2020-06-16 19:31:17.276322,email,ghfc,True,4466.0,Lettuce Plan,Current,2019-07-19,2019-07-19,0.0,2.5,2.67
2020-06-16 19:33:26.607294,click,visitor,True,,,,,,,,
2020-06-16 19:34:44.417863,click,psfc,True,,,,,,,,
2020-06-16 19:44:47.696008,click,visitor,True,,,,,,,,
2020-06-16 20:00:59.635501,click,visitor,True,,,,,,,,
2020-06-16 20:04:01.987681,click,visitor,True,,,,,,,,
2020-06-16 20:05:44.952504,click,psfc,True,,,,,,,,
2020-06-17 17:53:59.212869,email,ghfc,True,3162.0,Carrot Plan,Current,2019-02-20,2019-09-21,0.0,2.25,2.5
2020-06-17 17:54:44.400076,click,visitor,True,,,,,,,,
2020-06-17 17:54:47.541016,click,visitor,True,,,,,,,,
2020-06-17 18:01:16.731095,barcode,trial,True,5831.0,,,,,,,
2020-06-17 18:09:24.161140,email,ghfc,True,5042.0,Carrot Plan,Current,2019-07-23,2020-05-18,,,
2020-06-17 18:37:41.154127,email,ghfc,True,5492.0,Zucchini Plan,Current,2020-02-13,2020-02-13,0.0,3.25,0.0
2020-06-17 19:00:13.865793,click,visitor,True,,,,,,,,
2020-06-17 19:03:36.509996,click,psfc,True,,,,,,,,
2020-06-17 19:11:40.801034,email,ghfc,False,1503.0,Lettuce Plan,Expired,2012-02-08,2020-01-04,0.0,7.25,0.0
2020-06-17 19:12:12.202689,email,ghfc,False,1503.0,Lettuce Plan,Expired,2012-02-08,2020-01-04,0.0,7.25,0.0
2020-06-17 19:18:54.204945,email,trial,False,4212.0,,,,,,,
2020-06-17 19:57:23.981475,email,ghfc,True,3988.0,Carrot Plan,Current,2018-01-08,2018-01-08,0.0,6.75,3.5
2020-06-18 15:50:30.604615,click,psfc,True,,,,,,,,
2020-06-18 15:50:45.123194,click,psfc,True,,,,,,,,
2020-06-18 15:50:46.371417,click,psfc,True,,,,,,,,
2020-06-18 15:50:46.536833,click,psfc,True,,,,,,,,
2020-06-18 15:51:24.082277,barcode,ghfc,True,1357.0,Lettuce Plan,Current,2011-12-31,2018-08-01,0.0,5.0,0.0
2020-06-18 15:55:07.547045,email,ghfc,True,5376.0,Lettuce Plan,Current,2019-12-03,2019-12-03,0.0,2.5,2.5
2020-06-18 16:00:19.203070,click,psfc,True,,,,,,,,
2020-06-18 16:02:43.821908,email,trial,False,627.0,,,,,,,
2020-06-18 16:02:50.870533,click,visitor,True,,,,,,,,
2020-06-18 16:03:00.001255,click,visitor,True,,,,,,,,
2020-06-18 16:17:34.259380,click,visitor,True,,,,,,,,
2020-06-18 16:22:05.002699,email,ghfc,True,4913.0,Lettuce Plan,Current,2019-07-28,2020-02-07,0.0,3.0,2.42
2020-06-18 16:29:16.854126,email,trial,True,5823.0,,,,,,,
2020-06-18 16:41:07.671394,barcode,ghfc,True,4585.0,Carrot Plan,Current,2019-03-27,2019-05-06,0.0,0.0,2.42
2020-06-18 16:42:28.268877,click,visitor,True,,,,,,,,
2020-06-18 16:47:00.706663,email,ghfc,True,4851.0,Carrot Plan,Current,2019-06-29,2020-01-07,0.0,0.0,4.58
2020-06-18 16:47:11.166261,barcode,trial,True,5848.0,,,,,,,
2020-06-18 17:04:35.141482,click,visitor,True,,,,,,,,
2020-06-18 17:05:28.844117,click,visitor,True,,,,,,,,
2020-06-18 17:09:21.288103,email,ghfc,True,5423.0,Lettuce Plan,Current,2019-12-29,2019-12-29,0.0,2.58,2.5
2020-06-18 17:12:34.197629,email,trial,True,5840.0,,,,,,,
2020-06-18 17:14:22.918446,barcode,ghfc,True,3908.0,Carrot Plan,Current,2018-09-04,2018-09-04,0.0,0.0,4.83
2020-06-18 17:16:21.845184,click,visitor,True,,,,,,,,
2020-06-18 17:19:11.225256,email,ghfc,True,127.0,Lettuce Plan,Current,2018-09-29,2019-03-29,2.5,3.0,5.5
2020-06-18 17:26:52.567303,email,ghfc,True,2928.0,Carrot Plan,Current,2016-07-30,2019-08-13,6.67,7.41,2.25
2020-06-18 17:31:57.094641,click,psfc,True,,,,,,,,
2020-06-18 17:44:15.007017,email,ghfc,True,5864.0,Apple Plan,New,2020-06-17,2020-06-17,,,
2020-06-18 17:46:34.020069,click,visitor,True,,,,,,,,
2020-06-18 17:51:03.031229,click,visitor,True,,,,,,,,
2020-06-18 17:51:22.736667,click,visitor,True,,,,,,,,
2020-06-18 17:52:01.264885,click,psfc,True,,,,,,,,
2020-06-18 17:52:06.375272,click,psfc,True,,,,,,,,
2020-06-18 17:54:54.991009,email,ghfc,True,2930.0,Lettuce Plan,Current,2019-09-17,2019-09-17,0.0,2.25,2.33
2020-06-18 17:57:45.764353,click,psfc,True,,,,,,,,
2020-06-18 17:58:02.948293,barcode,ghfc,True,2779.0,Carrot Plan,Current,2015-05-11,2018-10-10,0.0,2.91,9.67
2020-06-18 18:03:42.620563,email,ghfc,True,2511.0,Carrot Plan,Current,2013-11-30,2013-11-30,1.0,4.58,0.0
2020-06-18 18:03:53.113593,email,ghfc,True,2511.0,Carrot Plan,Current,2013-11-30,2013-11-30,1.0,4.58,0.0
2020-06-18 18:09:35.894310,barcode,trial,True,5824.0,,,,,,,
2020-06-18 18:16:31.069568,click,visitor,True,,,,,,,,
2020-06-18 18:29:38.443079,barcode,ghfc,True,4445.0,Lettuce Plan,Current,2019-08-13,2020-02-22,0.0,2.25,1.58
2020-06-18 18:31:47.428428,click,visitor,True,,,,,,,,
2020-06-18 18:32:23.364107,email,ghfc,True,5340.0,Carrot Plan,Current,2019-11-14,2019-11-14,0.0,2.08,2.5
2020-06-18 18:37:08.671440,click,visitor,True,,,,,,,,
2020-06-18 18:48:03.374543,click,visitor,True,,,,,,,,
2020-06-18 18:49:14.084380,email,ghfc,True,5751.0,Zucchini Plan,New,2020-05-14,2020-05-14,0.0,0.0,0.0
2020-06-18 19:07:46.693964,click,visitor,True,,,,,,,,
2020-06-18 19:20:07.354944,click,psfc,True,,,,,,,,
2020-06-18 19:23:14.182975,barcode,ghfc,True,3898.0,Carrot Plan,Current,2019-02-03,2019-02-03,0.0,2.5,2.17
2020-06-18 19:28:51.089366,email,ghfc,True,4551.0,Lettuce Plan,Current,2019-03-18,2019-04-15,0.0,2.42,2.58
2020-06-18 19:56:39.577778,click,psfc,True,,,,,,,,
2020-06-18 20:09:04.216897,click,psfc,True,,,,,,,,
2020-06-18 20:11:13.700084,click,psfc,True,,,,,,,,
2020-06-18 20:11:19.097232,click,psfc,True,,,,,,,,
2020-06-18 20:12:12.012918,click,psfc,True,,,,,,,,
2020-06-18 20:12:38.710791,click,psfc,True,,,,,,,,
2020-06-18 20:19:20.730508,click,psfc,True,,,,,,,,
2020-06-18 20:22:37.093879,email,trial,False,3079.0,,,,,,,
2020-06-18 20:23:01.857639,click,visitor,True,,,,,,,,
2020-06-19 14:52:26.507674,email,ghfc,True,774.0,Lettuce Plan,Current,2010-09-10,2010-09-10,0.0,0.0,8.0
2020-06-19 15:12:07.837805,barcode,ghfc,True,4673.0,Lettuce Plan,Current,2019-04-14,2019-05-29,0.0,2.5,2.92
2020-06-19 15:12:42.737649,barcode,ghfc,True,4673.0,Lettuce Plan,Current,2019-04-14,2019-05-29,0.0,2.5,2.92
2020-06-19 15:23:14.562197,email,ghfc,True,2947.0,Lettuce Plan,Current,2016-06-11,2016-06-11,0.0,0.0,3.0
2020-06-19 15:31:12.507539,click,visitor,True,,,,,,,,
2020-06-19 15:40:01.816239,email,ghfc,True,3967.0,Carrot Plan,Current,2018-10-10,2018-10-10,0.0,2.42,2.5
2020-06-19 15:44:38.822633,email,trial,False,5707.0,,,,,,,
2020-06-19 15:45:57.188017,email,ghfc,True,3875.0,Lettuce Plan,Current,2018-02-06,2018-09-20,0.0,2.5,2.42
2020-06-19 15:49:46.592009,click,psfc,True,,,,,,,,
2020-06-19 16:03:33.645973,email,ghfc,True,5846.0,Zucchini Plan,New,2020-06-09,2020-06-09,0.0,0.0,0.0
2020-06-19 16:12:05.864310,click,psfc,True,,,,,,,,
2020-06-19 16:34:59.399245,click,psfc,True,,,,,,,,
2020-06-19 16:50:02.662910,click,visitor,True,,,,,,,,
2020-06-19 16:53:46.366145,click,psfc,True,,,,,,,,
2020-06-19 16:58:05.818431,email,ghfc,True,3833.0,Carrot Plan,Current,2017-12-06,2020-02-02,0.0,2.67,2.33
2020-06-19 16:58:17.014114,click,psfc,True,,,,,,,,
2020-06-19 17:07:10.405227,click,psfc,True,,,,,,,,
2020-06-19 17:16:30.236776,click,visitor,True,,,,,,,,
2020-06-19 17:18:05.492205,click,psfc,True,,,,,,,,
2020-06-19 17:20:22.424569,click,visitor,True,,,,,,,,
2020-06-19 17:20:42.040221,click,visitor,True,,,,,,,,
2020-06-19 17:29:20.473969,click,visitor,True,,,,,,,,
2020-06-19 17:31:12.939638,click,psfc,True,,,,,,,,
2020-06-19 17:39:25.539857,email,ghfc,True,2665.0,Lettuce Plan,Current,2014-08-06,2014-08-06,0.0,0.42000000000000004,0.0
2020-06-19 17:51:48.454778,click,psfc,True,,,,,,,,
2020-06-19 17:51:53.927951,click,psfc,True,,,,,,,,
2020-06-19 17:56:49.795019,click,visitor,True,,,,,,,,
2020-06-19 17:56:52.422524,click,visitor,True,,,,,,,,
2020-06-19 17:58:41.334295,click,visitor,True,,,,,,,,
2020-06-19 18:00:19.577083,click,visitor,True,,,,,,,,
2020-06-19 18:00:20.453066,click,visitor,True,,,,,,,,
2020-06-19 18:04:35.668805,email,ghfc,True,3886.0,Lettuce Plan,Current,2019-03-10,2019-03-30,0.0,10.25,9.58
2020-06-19 18:06:03.217036,barcode,ghfc,True,2753.0,Carrot Plan,Current,2015-01-12,2018-08-13,0.0,2.75,2.42
2020-06-19 18:07:38.332229,click,psfc,True,,,,,,,,
2020-06-19 18:09:10.968458,click,psfc,True,,,,,,,,
2020-06-19 18:17:32.945574,click,visitor,True,,,,,,,,
2020-06-19 18:17:37.057722,click,visitor,True,,,,,,,,
2020-06-19 18:26:34.396229,click,visitor,True,,,,,,,,
2020-06-19 18:27:01.290256,click,visitor,True,,,,,,,,
2020-06-19 18:27:07.901662,click,visitor,True,,,,,,,,
2020-06-19 18:30:51.631877,email,ghfc,True,908.0,Lettuce Plan,Current,2011-01-14,2011-01-14,0.0,6.0,2.5
2020-06-19 18:33:47.601837,barcode,ghfc,True,5765.0,Zucchini Plan,New,2020-06-03,2020-06-03,0.0,0.0,0.0
2020-06-19 18:53:55.059124,email,ghfc,True,3107.0,Lettuce Plan,Current,2017-07-18,2020-02-13,0.0,0.0,0.0
2020-06-19 19:07:38.930975,click,visitor,True,,,,,,,,
2020-06-19 19:07:51.008242,click,visitor,True,,,,,,,,
2020-06-19 19:08:00.878300,click,visitor,True,,,,,,,,
2020-06-19 19:08:18.373352,click,visitor,True,,,,,,,,
2020-06-19 19:08:18.569277,click,visitor,True,,,,,,,,
2020-06-19 19:08:19.989542,click,visitor,True,,,,,,,,
2020-06-19 19:08:20.175072,click,visitor,True,,,,,,,,
2020-06-19 19:08:24.717300,click,visitor,True,,,,,,,,
2020-06-19 19:08:25.180831,click,visitor,True,,,,,,,,
2020-06-19 19:08:25.356970,click,visitor,True,,,,,,,,
2020-06-19 19:08:25.522068,click,visitor,True,,,,,,,,
2020-06-19 19:08:29.322884,click,visitor,True,,,,,,,,
2020-06-19 19:08:29.538378,click,visitor,True,,,,,,,,
2020-06-19 19:08:29.816600,click,visitor,True,,,,,,,,
2020-06-19 19:08:30.084696,click,visitor,True,,,,,,,,
2020-06-19 19:08:30.290536,click,visitor,True,,,,,,,,
2020-06-19 19:08:30.454715,click,visitor,True,,,,,,,,
2020-06-19 19:08:30.639864,click,visitor,True,,,,,,,,
2020-06-19 19:08:30.835911,click,visitor,True,,,,,,,,
2020-06-19 19:08:31.052418,click,visitor,True,,,,,,,,
2020-06-19 19:16:44.177622,click,visitor,True,,,,,,,,
2020-06-19 19:16:50.698728,click,visitor,True,,,,,,,,
2020-06-19 19:23:08.622609,barcode,ghfc,True,1503.0,Lettuce Plan,Current,2012-02-08,2020-01-04,0.0,7.25,0.0
2020-06-19 19:25:49.395757,email,ghfc,True,4329.0,Avocado Plan,Current,2019-01-16,2019-01-16,0.0,4.16,2.98
2020-06-19 19:41:23.384092,email,ghfc,True,3249.0,Lettuce Plan,Current,2017-01-14,2017-01-14,0.0,2.5,2.92
2020-06-19 19:42:29.160487,barcode,ghfc,True,4364.0,Lettuce Plan,Current,2019-02-25,2019-02-25,0.0,2.5,2.5
2020-06-19 19:51:12.439815,click,visitor,True,,,,,,,,
2020-06-19 19:57:47.543239,barcode,ghfc,True,5028.0,Lettuce Plan,Current,2019-08-26,2020-03-06,0.0,2.58,2.67
2020-06-19 20:01:05.771985,barcode,ghfc,True,5778.0,Carrot Plan,Current,2020-03-29,2020-03-29,0.0,35.5,6.0
2020-06-19 20:07:00.073070,click,visitor,True,,,,,,,,
2020-06-21 09:07:54.331215,email,ghfc,True,5279.0,Avocado Plan,Current,2019-10-26,2020-04-26,0.0,1.25,2.92
2020-06-21 10:19:12.362040,email,ghfc,True,2543.0,Lettuce Plan,Current,2014-01-14,2014-01-14,3.25,13.1,20.85
2020-06-21 10:41:01.309618,barcode,trial,True,5868.0,,,,,,,
2020-06-21 10:49:31.642163,email,ghfc,True,4913.0,Lettuce Plan,Current,2019-07-28,2020-02-07,0.0,3.0,2.42
2020-06-21 10:49:42.035610,barcode,ghfc,True,4912.0,Lettuce Plan,Current,2019-07-28,2020-02-07,0.0,2.58,2.75
2020-06-21 11:08:48.714338,click,psfc,True,,,,,,,,
2020-06-21 11:18:16.866212,click,visitor,True,,,,,,,,
2020-06-21 11:19:27.406847,barcode,ghfc,True,3902.0,Carrot Plan,Current,2018-10-11,2019-04-15,0.0,2.58,2.5
2020-06-21 11:44:39.687231,email,ghfc,True,4273.0,Zucchini Plan,New,2020-06-03,2020-06-03,0.0,0.0,0.0
2020-06-21 11:51:18.968250,click,psfc,True,,,,,,,,
2020-06-21 11:51:19.125717,click,psfc,True,,,,,,,,
2020-06-21 12:00:57.616831,email,ghfc,True,5084.0,Zucchini Plan,New,2020-06-07,2020-06-07,0.0,0.0,0.0
2020-06-21 12:26:52.536041,email,ghfc,True,5376.0,Lettuce Plan,Current,2019-12-03,2019-12-03,0.0,2.5,2.5
2020-06-21 12:36:57.161173,barcode,ghfc,True,5134.0,Zucchini Plan,Current,2020-01-02,2020-01-02,0.0,2.5,0.0
2020-06-21 12:42:03.691584,barcode,ghfc,True,4817.0,Carrot Plan,Current,2019-05-20,2019-05-20,0.0,5.75,2.42
2020-06-21 12:42:12.390347,barcode,ghfc,True,210.0,Lettuce Plan,Current,2018-10-07,2019-04-14,0.0,7.9399999999999995,7.96
2020-06-21 12:42:20.989917,click,visitor,True,,,,,,,,
2020-06-21 13:19:20.934097,click,visitor,True,,,,,,,,
2020-06-21 13:26:34.830702,barcode,ghfc,True,3963.0,Lettuce Plan,Current,2018-09-04,2020-01-17,0.0,3.5,1.0
2020-06-21 13:36:02.477667,barcode,ghfc,True,728.0,Lettuce Plan,Current,2010-04-22,2010-04-22,0.0,0.0,4.0
2020-06-21 13:56:58.332817,barcode,ghfc,True,3909.0,Carrot Plan,Current,2019-02-27,2019-02-27,0.0,0.0,2.33
2020-06-21 13:59:51.497721,click,visitor,True,,,,,,,,
2020-06-21 14:00:20.762630,barcode,ghfc,True,2398.0,Carrot Plan,Re-activated,2013-07-17,2020-05-28,0.0,2.25,0.0
2020-06-21 14:08:12.496239,email,ghfc,True,2551.0,Lettuce Plan,Current,2014-01-23,2014-01-23,0.67,1.25,2.92
2020-06-21 14:13:56.060093,click,visitor,True,,,,,,,,
2020-06-21 14:17:43.589522,click,visitor,True,,,,,,,,
2020-06-21 14:17:49.110264,click,visitor,True,,,,,,,,
2020-06-21 15:10:40.166500,click,psfc,True,,,,,,,,
2020-06-21 15:24:48.745678,email,ghfc,True,159.0,Carrot Plan,Current,2018-09-16,2018-12-16,0.0,0.0,2.5
2020-06-21 15:53:52.702928,click,visitor,True,,,,,,,,
2020-06-21 15:53:54.850879,click,visitor,True,,,,,,,,
2020-06-21 15:53:59.867012,click,visitor,True,,,,,,,,
2020-06-21 15:54:01.555211,click,visitor,True,,,,,,,,
2020-06-21 15:54:02.863953,click,visitor,True,,,,,,,,
2020-06-21 15:54:03.492682,click,visitor,True,,,,,,,,
2020-06-21 15:54:07.386883,click,visitor,True,,,,,,,,
2020-06-21 15:54:08.293600,click,visitor,True,,,,,,,,
2020-06-21 15:54:10.776670,click,visitor,True,,,,,,,,
2020-06-21 16:02:49.196121,barcode,ghfc,True,4823.0,Carrot Plan,Current,2019-05-21,2019-07-03,0.0,4.92,10.66
2020-06-21 16:04:17.703983,barcode,ghfc,True,2402.0,Carrot Plan,Current,2013-07-23,2013-07-23,0.0,2.25,2.5
2020-06-21 16:13:36.266940,click,visitor,True,,,,,,,,
2020-06-21 16:17:32.930726,click,psfc,True,,,,,,,,
2020-06-21 16:19:51.353998,email,ghfc,True,5864.0,Apple Plan,New,2020-06-17,2020-06-17,,,
